Year,Stars,Position,Name,Class,Previous School,New School,,,
2021,2,PG,Dexter Akanno,RS FR,Marquette,Oregon State,,,
2021,2,PG,Xzavier Malone-Key,RS SR,Fairleigh Dickinson,Oregon State,,,
2021,2,PF,Ahmad Rand,RS JR,Memphis,Oregon State,,,
2020,2,SF,Warith Alatishe,JR,Nicholls State,Oregon State,,,
2018,3.3,C,Payton Dastrup,RS SR,Brigham Young,Oregon State,,,
2017,3,SF,Seth Berger,RS N/A,Massachusetts,Oregon State,,,
2021,2,PF,Joey Potts,RS JR,Oregon State,Oregon Institute of Technology,,,
2021,3.7,SG,Jacob Young,RS SR,Rutgers,Oregon,,,
2021,3,SG,De'Vion Harmon,SO,Oklahoma,Oregon,,,
2021,2,SF,Quincy Guerrier,SO,Syracuse,Oregon,,,
2020,4,SG,Lionel 'L.J.' Figueroa,RS SR,St. John's,Oregon,,,
2020,3.5,PG,Amauri Hardy,SR,UNLV,Oregon,,,
2020,2,PG,Aaron Estrada,SO,St. Peter's,Oregon,,,
2019,3,SG,Anthony Mathis,RS N/A,New Mexico,Oregon,,,
2019,2,SF,Shakur Juiston,RS N/A,UNLV,Oregon,,,
2019,2,SF,Eugene Omoruyi,RS SR,Rutgers,Oregon,,,
2019,2,SF,"Eric Williams, Jr.",RS JR,Duquesne,Oregon,,,
2018,2,PG,Ehab Amin,RS N/A,Texas A&M–Corpus Christi,Oregon,,,
2017,3,SG,Elijah Brown,RS N/A,New Mexico,Oregon,,,
2017,3,PF,MiKyle McIntosh,RS N/A,Illinois State,Oregon,,,
2021,4,PG,Issac McBride,RS FR,Vanderbilt,Oral Roberts,,,
2021,2,PG,Trey Phipps,FR,Oklahoma,Oral Roberts,,,
2020,2,PG,R.J. Glasper,RS SR,Arkansas Tech,Oral Roberts,,,
2019,2,PG,Deondre Burns,RS N/A,Little Rock,Oral Roberts,,,
2019,2,SG,Ty Lazenby,RS N/A,Oklahoma,Oral Roberts,,,
2018,2,PG,Kaelen Malone,RS N/A,Wichita State,Oral Roberts,,,
2018,2,PF,Kerwin Smith,RS N/A,GCU,Oral Roberts,,,
2017,2,SG,Austin Ruder,RS N/A,Missouri State,Oral Roberts,,,
2021,3,PF,Akol Arop,SO,Nebraska,Omaha,,,
2021,3,C,Isaiah Poor Bear Chandler,JR,Wichita State,Omaha,,,
2020,2,SG,Nick Ferrarini,JR,Wayne State (NE),Omaha,,,
2019,2,PG,Marco Smith,RS JR,Kansas City,Omaha,,,
2018,2,PF,Brett Barney,RS N/A,Wichita State,Omaha,,,
2018,2,PF,Logan Strom,RS JR,UC Davis,Omaha,,,
2017,2,PF,Lamar Wofford-Humphrey,RS N/A,Eastern Michigan,Omaha,,,
2017,2,SG,Sam Gagliardi,RS SR,California Baptist,Olympic College,,,
2017,2,SG,Tobyn Lawson,RS SR,California Baptist,Olympic College,,,
2019,2,C,Jason Cudd,RS JR,South Carolina,Olney Central College,,,
2017,4,PF,Trevor Manuel,N/A,Loyola Marymount,Olivet College,,,
2021,4,PF,Jaemyn Brakefield,FR,Duke,Ole Miss,,,
2021,3,C,Nysier Brooks,RS SR,Miami,Ole Miss,,,
2021,2,SG,Tye Fagan,JR,Georgia,Ole Miss,,,
2020,4,PF,Romello White,RS SR,Arizona State,Ole Miss,,,
2020,2.5,SG,Dimencio Vaughn,RS SR,Rider,Ole Miss,,,
2020,2,PF,Robert Allen,JR,Samford,Ole Miss,,,
2019,2,PG,Jarkel Joiner,RS JR,Cal State Bakersfield,Ole Miss,,,
2017,3.7,SG,Markel Crawford,RS N/A,Memphis,Ole Miss,,,
2021,4,SG,Charles Smith IV,SO,SMU,Old Dominion,,,
2021,2.7,SG,C.J. Keyser,RS SR,North Carolina Central,Old Dominion,,,
2020,4,SG,Mekhi Long,SO,Rhode Island,Old Dominion,,,
2020,2,PG,David Strother,RS SR,UNC Pembroke,Old Dominion,,,
2020,2,PF,Austin Trice,RS SR,Portland State,Old Dominion,,,
2019,4,SG,A.J. Oliver II,RS JR,Clemson,Old Dominion,,,
2018,4,C,Elbert Robinson III,RS N/A,LSU,Old Dominion,,,
2018,3.3,C,Dajour Dickens,SR,Providence,Old Dominion,,,
2017,3.3,PG,Justice Kithcart,RS SR,Pittsburgh,Old Dominion,,,
2017,3.3,SF,Greg McClinton,RS N/A,Wake Forest,Old Dominion,,,
2017,2,PG,Loren Brill,RS SR,Cal State Fullerton,Old Dominion,,,
2021,5,C,Moussa Cissé,FR,Memphis,Oklahoma State,,,
2021,5,SG,Bryce Thompson,FR,Kansas,Oklahoma State,,,
2021,4,PF,Woody Newton,FR,Syracuse,Oklahoma State,,,
2021,4,PF,Tyreek Smith,RS FR,Texas Tech,Oklahoma State,,,
2020,2,SG,"Ferron Flavors, Jr.",RS SR,California Baptist,Oklahoma State,,,
2020,2,SG,Bryce Williams,SR,Ole Miss,Oklahoma State,,,
2019,3,SF,Jonathan Laurent,RS N/A,Massachusetts,Oklahoma State,,,
2018,4,SG,"Curtis 'Cujo' Jones, Jr.",N/A,Indiana,Oklahoma State,,,
2018,2,PG,Mike Cunningham,RS N/A,USC Upstate,Oklahoma State,,,
2017,3.3,PG,Kendall Smith,RS N/A,Cal State Northridge,Oklahoma State,,,
2017,3,C,Yankuba Sima,RS N/A,St. John's,Oklahoma State,,,
2017,3,SG,Michael Weathers,RS SR,Miami (OH),Oklahoma State,,,
2018,2,PG,Traé Bryant,N/A,Maine,Oklahoma City University,,,
2018,2,PF,Anthony Davis,RS N/A,Tarleton State,Oklahoma City University,,,
2017,2,SG,Ridell Camidge,N/A,Tarleton State,Oklahoma City University,,,
2021,2,SG,Drew Tennial,SO,Texas State,Oklahoma Christian,,,
2019,2,PG,Johnatan Reyes-Valdez,SR,Northern Colorado,Oklahoma Christian,,,
2018,2,PF,York Benjamin,RS SR,Texas A&M–Corpus Christi,Oklahoma Christian,,,
2018,2,PG,Brian Carey,RS N/A,Texas Southern,Oklahoma Christian,,,
2017,2,PF,Will Lienhard,RS N/A,Oklahoma State,Oklahoma Christian,,,
2021,3,SG,Trey Doomes,JR,Chattanooga,Oklahoma Baptist,,,
2019,2,PG,Jacque Brown,RS N/A,UNCW,Oklahoma Baptist,,,
2018,2,SG,Julian Daughtry,N/A,Jackson State,Oklahoma Baptist,,,
2018,2,PG,Rashad Lewis,RS N/A,Mercer,Oklahoma Baptist,,,
2018,2,PF,Dishon Lowery,N/A,Wofford,Oklahoma Baptist,,,
2018,2,PF,Davion Turner,N/A,UT Arlington,Oklahoma Baptist,,,
2021,3.3,PF,Ethan Chargois,SR,SMU,Oklahoma,,,
2021,3,PG,Jordan Goldwire,SR,Duke,Oklahoma,,,
2021,2,SF,Jacob Groves,SO,Eastern Washington,Oklahoma,,,
2021,2,C,Tanner Groves,RS JR,Eastern Washington,Oklahoma,,,
2021,2,SG,Marvin Johnson,SR,Eastern Illinois,Oklahoma,,,
2020,2,PG,Umoja Gibson,RS JR,North Texas,Oklahoma,,,
2020,2,SG,Elijah Harkless,JR,Cal State Northridge,Oklahoma,,,
2018,3,PG,Austin Reaves,RS SR,Wichita State,Oklahoma,,,
2018,2.7,SG,Miles Reynolds,RS N/A,Pacific,Oklahoma,,,
2018,2,PG,Aaron Calixte,RS N/A,Maine,Oklahoma,,,
2020,2,SG,Cameron Shaw,RS SO,Morgan State,Ohio Valley,,,
2021,4,C,Joey Brunk,RS SR,Indiana,Ohio State,,,
2021,3.3,SG,Cedric Russell,SR,Louisiana,Ohio State,,,
2021,3,PG,Jamari Wheeler,SR,Penn State,Ohio State,,,
2020,3.3,SF,Seth Towns,RS JR,Harvard,Ohio State,,,
2020,2,PG,Abel Porter,RS SR,Utah State,Ohio State,,,
2020,2,PG,Jimmy Sotos,SR,Bucknell,Ohio State,,,
2019,4,SF,Justice Sueing,RS JR,California,Ohio State,,,
2018,3.7,PG,C.J. Walker,RS SR,Florida State,Ohio State,,,
2018,2,SG,Keyshawn Woods,RS N/A,Wake Forest,Ohio State,,,
2017,2,PG,Andrew Dakich,RS N/A,Michigan,Ohio State,,,
2017,2,PG,Danny Hummer,RS N/A,Air Force,Ohio State,,,
2021,2,PF,Jason Carter,RS SR,Xavier,Ohio,,,
2021,2,PG,Tommy Schmock,SR,Findlay,Ohio,,,
2020,2,C,Dwight Wilson III,SR,James Madison,Ohio,,,
2019,3,C,Sylvester Ogbonda,RS N/A,Georgia Tech,Ohio,,,
2017,2,PF,Kevin Mickle,RS N/A,Florida Gulf Coast,Ohio,,,
2021,2,PG,Daniss Jenkins,SO,Pacific,Odessa College,,,
2020,2,PF,Shakeem Alcindor,RS SO,North Texas,Odessa College,,,
2019,2,SG,Jaycson Bereal,RS SO,Boise State,Odessa College,,,
2019,2,PG,Joe Kasperzyk,JR,Bryant,Odessa College,,,
2019,2,PG,Tauriawn Knight,JR,Utah State,Odessa College,,,
2018,2,PG,Desmond Johnson,SR,Western Carolina,Odessa College,,,
2018,2,C,Jordan Pierce,SR,Dayton,Odessa College,,,
2018,2,SG,James Reese V,SR,Buffalo,Odessa College,,,
2017,4,SG,Lionel 'L.J.' Figueroa,RS SR,New Mexico State,Odessa College,,,
2017,3,C,Kelvin Jones,RS N/A,UTEP,Odessa College,,,
2021,3.3,SF,Jamal Cain,SR,Marquette,Oakland,,,
2021,2,C,Braden Burke,RS SR,Central Michigan,Oakland,,,
2020,3,SG,Zion Young,JR,Western Illinois,Oakland,,,
2019,2,PG,Rashad Williams,RS SO,Cleveland State,Oakland,,,
2018,2,PF,Jordan Nobles,RS N/A,Eastern Michigan,Oakland,,,
2017,2,SG,Karmari Newman,RS SR,George Mason,Oakland,,,
2019,2,SG,Thomas Nolan,RS N/A,Fairfield,Nyack,,,
2018,2,SG,Gemaal Davis,RS N/A,Mississippi Valley State,Nyack,,,
2018,2,PG,Perris Hicks,RS N/A,Fordham,Nyack,,,
2019,2,SF,Bryce Schneider,RS JR,Richmond,Nova Southeastern,,,
2019,2,PG,Matt Weir,SR,Purdue Fort Wayne,Nova Southeastern,,,
2018,2,SG,Mark Matthews,RS N/A,Florida Gulf Coast,Nova Southeastern,,,
2018,2,PF,Hampus Åhlin,N/A,Tennessee State,Nova Southeastern,,,
2017,2,PG,Isaac White,RS N/A,UMass Lowell,Nova Southeastern,,,
2019,2,SG,Trevor Thompson,RS JR,Arizona State,Notre Dame de Namur,,,
2019,2,C,Marek Hulva,RS N/A,Incarnate Word,Notre Dame (OH),,,
2021,2,PF,"Paul Atkinson, Jr.",SR,Yale,Notre Dame,,,
2020,2.5,SG,Trey Wertz,JR,Santa Clara,Notre Dame,,,
2019,4,PG,Cormac Ryan,RS SO,Stanford,Notre Dame,,,
2017,4.3,PF,Juwan Durham,RS SR,Connecticut,Notre Dame,,,
2021,2,SG,"Kenneth Ganley, Jr.",RS FR,Youngstown State,Northwood,,,
2017,2,PF,Bruno Solomun,N/A,Miami (OH),Northwood,,,
2019,2,PF,Chudier Bile,RS SR,Bradley,Northwestern State,,,
2021,2,SG,Jason Douglas-Stanley,JR,Manhattan,Northwestern Oklahoma State,,,
2021,2,SG,Eric Hancik,JR,ETSU,Northwestern Oklahoma State,,,
2021,2,SG,Anthony Jones,RS SR,Western Illinois,Northwestern Oklahoma State,,,
2021,2,SF,Ravel Moody,SR,Tennessee State,Northwestern Oklahoma State,,,
2020,2,SF,Arturro Bingham,JR,Milwaukee,Northwestern Oklahoma State,,,
2020,2,C,Bubba Furlong,SR,Sam Houston State,Northwestern Oklahoma State,,,
2019,2,PG,Parrish Hewitt,SR,UT Martin,Northwestern Oklahoma State,,,
2021,2,PF,Elyjah Williams,SR,Fairleigh Dickinson,Northwestern,,,
2019,2,SG,Chase Audige,RS SO,William & Mary,Northwestern,,,
2018,2,SG,Ryan Taylor,RS N/A,Evansville,Northwestern,,,
2017,3.3,SF,A.J. Turner,RS N/A,Boston College,Northwestern,,,
2020,2,SF,James Nelson,RS SO,Dixie State,Northwest Nazarene,,,
2019,3,SG,Delveion Jackson,RS SO,UC Davis,Northwest Nazarene,,,
2017,2,PF,Ngor Barnaba,RS N/A,Utah State,Northwest Nazarene,,,
2017,2,PF,Felix White,N/A,UC Santa Barbara,Northwest Nazarene,,,
2020,4,PF,DeAntoni Gordon,SO,Wichita State,Northwest Mississippi Community College,,,
2020,2,C,Carlos Curry,RS SO,Ole Miss,Northwest Mississippi Community College,,,
2017,2,PF,Miles Washington,N/A,Mississippi State,Northwest Mississippi Community College,,,
2020,2,PG,Malik Lacewell,SO,St. Bonaventure,Northwest Kansas Technical College,,,
2017,2,PF,Shazier Lawson,RS N/A,Kennesaw State,Northwest Kansas Technical College,,,
2021,2,PG,Jimmy 'Tre' Clark III,SO,VCU,Northwest Florida State College,,,
2021,2,PF,Patrick Iriel,FR,South Carolina,Northwest Florida State College,,,
2021,2,PG,Kam Woods,FR,Troy,Northwest Florida State College,,,
2021,2,C,Gabriel Wuor,FR,Stetson,Northwest Florida State College,,,
2020,4,PF,Alonzo Gaffney,SO,Ohio State,Northwest Florida State College,,,
2020,2,SG,Cam Jones,RS SO,Jacksonville State,Northwest Florida State College,,,
2019,4,PF,Carte'Are Gordon,RS SO,DePaul,Northwest Florida State College,,,
2019,2,SG,Shakwon Barrett,RS JR,Tulane,Northwest Florida State College,,,
2019,2,SF,Seth Millner,JR,Cleveland State,Northwest Florida State College,,,
2019,2,PF,Jan Wójcik,JR,Missouri State,Northwest Florida State College,,,
2019,2,PF,Szymon Wójcik,JR,Missouri State,Northwest Florida State College,,,
2018,2,PG,Javion Hamlet,RS SR,Buffalo,Northwest Florida State College,,,
2018,2,PG,Tyrie Jackson,RS SR,Virginia Tech,Northwest Florida State College,,,
2018,2,SG,Noah Morgan,SR,Fairleigh Dickinson,Northwest Florida State College,,,
2018,2,PF,Eric Vila,RS SR,Fresno State,Northwest Florida State College,,,
2017,4,PF,Derek Funderburk,RS SR,Ohio State,Northwest Florida State College,,,
2017,3,SG,Bryce Peters,RS SR,Colorado,Northwest Florida State College,,,
2017,2,PG,Kelvin Robinson,RS SR,Appalachian State,Northwest Florida State College,,,
2021,3,PG,Sam Masten,JR,Northern Colorado,Northern State,,,
2021,2,SF,Andrew Bergan,FR,North Dakota,Northern State,,,
2020,2,PF,Cole Bergan,RS SO,Northern Colorado,Northern State,,,
2021,2,PG,Justin Brookens,JR,Western Illinois,Northern Michigan,,,
2021,2,PF,Chris Brandon,JR,Detroit Mercy,Northern Kentucky,,,
2021,2,SG,Seybian Sims,JR,North Dakota,Northern Kentucky,,,
2020,2,SG,Carlos Hines,RS JR,Northern Arizona,Northern Kentucky,,,
2019,2,SG,Karl Harris,RS N/A,Northern Arizona,Northern Kentucky,,,
2018,2,SG,Brooks Ely,RS SR,Glenville State,Northern Kentucky,,,
2018,2,PG,Zaynah Robinson,RS N/A,Norfolk State,Northern Kentucky,,,
2017,2,PG,Tyler Sharpe,N/A,Louisville,Northern Kentucky,,,
2020,3,SF,Goanar Mar,SR,George Mason,Northern Iowa,,,
2018,2,SG,Trae Berhow,SR,Pepperdine,Northern Iowa,,,
2021,4,C,Martice Mitchell,FR,Minnesota,Northern Illinois,,,
2021,2,SG,Darweshi Hunter,SO,Weber State,Northern Illinois,,,
2021,2,C,Chris Osten,RS JR,Arizona State,Northern Illinois,,,
2021,2,PG,Keshawn Williams,FR,Tulsa,Northern Illinois,,,
2020,2,SG,Anthony Crump,RS SO,Middle Tennessee,Northern Illinois,,,
2019,3,PG,Darius Beane,JR,Southern Illinois,Northern Illinois,,,
2021,2,PG,"Trent Hudgens, Jr.",FR,Santa Clara,Northern Colorado,,,
2021,2,PG,Dru Kuxhausen,SR,McNeese State,Northern Colorado,,,
2020,4,SG,Daylen Kountz,JR,Colorado,Northern Colorado,,,
2019,2.5,PG,Greg Bowie II,RS JR,Texas–Rio Grande Valley,Northern Colorado,,,
2021,4,PG,Jalen Cone,SO,Virginia Tech,Northern Arizona,,,
2021,2,SG,Robert Hutchens,FR,Seattle,Northern Arizona,,,
2021,2,C,Justus Rainwater,RS SR,Florida Gulf Coast,Northern Arizona,,,
2021,2,C,Ezekiel Richards,RS SO,Santa Clara,Northern Arizona,,,
2021,2,PG,Mason Stark,RS JR,Northern State,Northern Arizona,,,
2020,2,PG,Jay Green,RS JR,UNLV,Northern Arizona,,,
2020,2,SG,Malcolm Porter,RS SR,Portland,Northern Arizona,,,
2020,2,PF,Carson Towt,RS FR,California Baptist,Northern Arizona,,,
2019,2,PF,Adrease Jackson,RS JR,Dartmouth,Northern Arizona,,,
2018,2.7,SG,Cameron Satterwhite,RS SR,Loyola Chicago,Northern Arizona,,,
2017,2.7,PG,Malcolm Allen,RS N/A,Stanford,Northern Arizona,,,
2017,2,PG,Gino Littles,N/A,UTSA,Northern Arizona,,,
2021,3,C,Edra Luster,SR,East Carolina,Northeastern State,,,
2021,2,SG,Ryan Gendron,SO,Tulsa,Northeastern State,,,
2021,2,PF,Emeka Obukwelu,RS SR,Arkansas,Northeastern State,,,
2018,2,SG,D'Angelo Jackson,N/A,Eastern Illinois,Northeastern State,,,
2017,2,SG,Jamir Andrews,RS N/A,Albany,Northeastern State,,,
2017,2,SG,Lucas Antunez,N/A,Toledo,Northeastern State,,,
2021,2,PG,Thomasi Gilgeous-Alexander,RS FR,Evansville,Northeastern Oklahoma A&M College,,,
2021,2,PF,John Harge,RS FR,Northern Kentucky,Northeastern Oklahoma A&M College,,,
2021,2,C,Eric Rustin,SO,UT Martin,Northeastern Oklahoma A&M College,,,
2020,2,SF,Shayne Scruggs,SO,North Carolina A&T,Northeastern Oklahoma A&M College,,,
2019,2,SF,Ryan Krueger,RS JR,South Dakota State,Northeastern Oklahoma A&M College,,,
2017,2,SG,Mohammad Elradi,RS N/A,Nebraska,Northeastern Junior College,,,
2021,2.3,SG,Nikola Djogo,RS SR,Notre Dame,Northeastern,,,
2021,2,PG,Glen McClintock,FR,Air Force,Northeastern,,,
2021,2,SG,Joe Pridgen,SO,UNCW,Northeastern,,,
2021,2,SG,Tyreek Scott-Grayson,SR,UAB,Northeastern,,,
2020,2.5,PF,Chris Doherty,JR,Notre Dame,Northeastern,,,
2019,2,SG,Guilien Smith,RS N/A,Dartmouth,Northeastern,,,
2018,3,PF,Greg Eboigbodin,RS JR,Illinois,Northeastern,,,
2018,2,SG,Shaquille Walters,RS JR,Santa Clara,Northeastern,,,
2017,2,PG,Jordan Roland,RS N/A,George Washington,Northeastern,,,
2019,4,SF,Isaac Chatman,JR,Campbell,Northeast Mississippi Community College,,,
2017,2,SG,Seth Coatta,RS JR,North Dakota State,Northeast Community College,,,
2021,3.7,SF,Hameir Wright,SR,Washington,North Texas,,,
2021,2,SG,Rasheed Browne,RS JR,Texas A&M–Corpus Christi,North Texas,,,
2019,2,PF,Deng Geu,RS N/A,North Dakota State,North Texas,,,
2017,2,SG,Jahmiah Simmons,RS SR,Arkansas State,North Texas,,,
2019,2,SG,Neyland Block,RS SO,Tarleton State,North Lake College,,,
2021,2,PG,Je'Lani Clark,FR,Nevada,North Idaho College,,,
2019,2,SG,Joey Naccarato,RS JR,UMass Lowell,North Idaho College,,,
2017,2,SF,Tyler Brimhall,RS N/A,Idaho,North Idaho College,,,
2021,2,PG,Dray Burton,FR,Campbell,North Greenville,,,
2019,2,PG,Jacob Redding,SR,Louisville,North Greenville,,,
2021,2,PF,Giancarlo Bastianoni,FR,Presbyterian,North Georgia,,,
2020,2,PG,Malik Hardy,RS JR,Florida Gulf Coast,North Georgia,,,
2020,2,PG,Kody Shubert,JR,Presbyterian,North Georgia,,,
2019,2,PF,Zach Brown,RS JR,Hartford,North Georgia,,,
2019,2,SG,Josh Cottrell,JR,Western Carolina,North Georgia,,,
2018,2,SF,Zach Cottrell,N/A,Appalachian State,North Georgia,,,
2018,2,SG,Shawn Hopkins,N/A,Troy,North Georgia,,,
2018,2,C,Acton Shirley,RS JR,Gardner–Webb,North Georgia,,,
2021,2,SG,Jarius Hicklen,SO,Oklahoma Baptist,North Florida,,,
2020,2,SG,Alonde LeGrand,RS JR,Detroit Mercy,North Florida,,,
2019,2,PG,Jose Placer,RS SO,UMBC,North Florida,,,
2021,2,SG,Andrew Kallman,SR,Northern State,North Dakota State,,,
2018,2,PG,Jordan Horn,RS JR,Siena,North Dakota State,,,
2021,2,SF,Brendan Howard,RS JR,Montana State Billings,North Dakota,,,
2020,2,SG,Caleb Nero,RS SO,Weber State,North Dakota,,,
2020,2,PF,Mitchell Sueker,RS JR,South Dakota School of Mines,North Dakota,,,
2017,2,PF,Carter Brooks,RS SR,Concordia St. Paul,North Dakota,,,
2017,2,PF,Dale Jones,RS N/A,Iowa,North Dakota,,,
2021,2,SG,Ethan Helwig,RS FR,Merrimack,North Central College,,,
2021,3,SF,Kris Monroe,JR,Providence,North Carolina Central,,,
2021,2,PG,Eric Boone,JR,Georgia Southern,North Carolina Central,,,
2021,2,C,Cameron Butler,JR,Cal State Dominguez Hills,North Carolina Central,,,
2021,2,PF,Dontavious King,RS FR,College of Charleston,North Carolina Central,,,
2021,2,PG,Marque Maultsby,JR,New Hampshire,North Carolina Central,,,
2021,2,SG,"Randy Miller, Jr.",RS SR,Indiana State,North Carolina Central,,,
2020,3,PG,Alex Caldwell,JR,Southeast Missouri State,North Carolina Central,,,
2019,3,PG,Jamir Moultrie,RS JR,La Salle,North Carolina Central,,,
2019,2,SF,Cameron Bowles,RS JR,Chicago State,North Carolina Central,,,
2019,2,PF,Justin Whatley,RS JR,East Carolina,North Carolina Central,,,
2018,3,PG,Ty Graves,RS SR,Saint Louis,North Carolina Central,,,
2018,2.7,SG,C.J. Keyser,RS SR,Wichita State,North Carolina Central,,,
2018,2,PF,Evan Clayborne,RS SR,Cleveland State,North Carolina Central,,,
2018,2,PF,Roderick Taylor,RS N/A,Louisiana–Monroe,North Carolina Central,,,
2018,2,PG,Julian Walters,RS N/A,Alabama A&M,North Carolina Central,,,
2017,2,PF,Jibri Blount,RS N/A,Cleveland State,North Carolina Central,,,
2021,3.7,SG,David Beatty,SR,La Salle,North Carolina A&T,,,
2021,3.5,SF,Marcus Watson,RS FR,New Mexico State,North Carolina A&T,,,
2021,2.5,C,Collin Smith,RS SR,UCF,North Carolina A&T,,,
2021,2,SG,Demetric Horton,JR,Purdue Fort Wayne,North Carolina A&T,,,
2021,2,PF,Justin Whatley,RS JR,North Carolina Central,North Carolina A&T,,,
2020,3.3,PG,Blake Harris,RS JR,NC State,North Carolina A&T,,,
2020,2,SG,Kenyon Duling,JR,SIUE,North Carolina A&T,,,
2020,2,PF,Tyler Jones,RS SR,Maryland Eastern Shore,North Carolina A&T,,,
2018,3,SF,Terry Harris,RS N/A,Eastern Michigan,North Carolina A&T,,,
2018,2,PF,Devin Haygood,RS N/A,Youngstown State,North Carolina A&T,,,
2018,2,PF,Nelson Nweke,RS N/A,Arkansas State,North Carolina A&T,,,
2018,2,C,Ibrahim Sylla,RS N/A,Northern Colorado,North Carolina A&T,,,
2017,2,PG,Devonte Boykins,N/A,Georgia Southern,North Carolina A&T,,,
2017,2,PG,Quavius Copeland,RS N/A,Middle Tennessee,North Carolina A&T,,,
2021,4,PF,Dawson Garcia,FR,Marquette,North Carolina,,,
2021,3,PF,Brady Manek,SR,Oklahoma,North Carolina,,,
2021,3,PF,Justin McKoy,SO,Virginia,North Carolina,,,
2019,2,SG,Christian Keeling,N/A,Charleston Southern,North Carolina,,,
2019,2,SG,Justin Pierce,N/A,William & Mary,North Carolina,,,
2018,2,SF,Ryan McAdoo,RS JR,Florida Gulf Coast,North Carolina,,,
2017,2.5,PG,K.J. Smith,RS SR,Pacific,North Carolina,,,
2017,2,SG,Cameron Johnson,RS N/A,Pittsburgh,North Carolina,,,
2017,2,PF,Kevin Ndahiro,RS N/A,Stetson,North Alabama,,,
2017,2,SG,Isaiah Traylor,RS N/A,Stephen F. Austin,North Alabama,,,
2021,4,SF,"Dana Tate, Jr.",JR,Siena,Norfolk State,,,
2021,2,PF,Kris Bankston,RS JR,Little Rock,Norfolk State,,,
2021,2,PG,Christian Ings,SO,Rider,Norfolk State,,,
2020,2,PG,Jalen Hawkins,JR,Robert Morris,Norfolk State,,,
2020,2,PG,Mustafa Lawrence,SR,Fresno State,Norfolk State,,,
2020,2,PF,"Jermaine 'J.J.' Matthews, Jr.",RS SR,Arkansas State,Norfolk State,,,
2019,2,SF,Kashaun Hicks,RS SR,Central Connecticut State,Norfolk State,,,
2018,2,PG,Jermaine Bishop,RS N/A,Saint Louis,Norfolk State,,,
2018,2,SF,Armani Branch,RS N/A,VMI,Norfolk State,,,
2018,2,PF,Obi Momah,RS N/A,Marist,Norfolk State,,,
2021,2,PF,Matt Faw,SR,Holy Cross,NJIT,,,
2021,2,PG,Chauncey Sterling,SO,Concordia (NY),NJIT,,,
2020,2,PG,Antwuan Butler,JR,Austin Peay,NJIT,,,
2021,2,PG,Jakigh Dottin,JR,Towson,Nichols College,,,
2021,3.5,PG,Devante Carter,SR,Norfolk State,Nicholls State,,,
2021,2,PF,Edoardo Del Cadia,JR,UNLV,Nicholls State,,,
2021,2,SG,Caleb Huffman,JR,Central Michigan,Nicholls State,,,
2021,2,SG,Latrell Jones,JR,Portland,Nicholls State,,,
2021,2,SF,Emmanuel Little,SR,Southern Indiana,Nicholls State,,,
2021,2,PF,Emanuel Littles,JR,South Alabama,Nicholls State,,,
2021,2,SG,Jalen White,FR,Ohio,Nicholls State,,,
2020,3,PG,Shawn Williams,RS SR,New Mexico State,Nicholls State,,,
2020,2,PG,JiTaurious Gordon,RS JR,Troy,Nicholls State,,,
2020,2,PF,Damien Sears,RS SR,St. John's,Nicholls State,,,
2019,2,PG,"Lafayette Dorsey, Jr.",SR,Pacific,Nicholls State,,,
2019,2,SF,Najee Garvin,RS JR,Charlotte,Nicholls State,,,
2019,2,SG,Isaac Johnson,RS JR,Western Illinois,Nicholls State,,,
2018,3,PG,Andre Jones,RS SR,Little Rock,Nicholls State,,,
2018,2,SG,Nico Clareth,RS N/A,Siena,Nicholls State,,,
2018,2,SG,D'Angelo Hunter,RS N/A,West Virginia,Nicholls State,,,
2018,2,SG,Jeremiah Jefferson,RS N/A,Jackson State,Nicholls State,,,
2018,2,SG,Dexter McClanahan,RS N/A,Savannah State,Nicholls State,,,
2018,2,PG,Gavin Peppers,RS N/A,Central Michigan,Nicholls State,,,
2017,4,C,Legend Robertin,N/A,Clemson,Nicholls State,,,
2017,2,PF,Kimani Jackson,RS N/A,Colorado State,Nicholls State,,,
2017,2,SG,Maurice O'Field,RS N/A,Arizona State,Nicholls State,,,
2017,2,PF,Jeremy Verhagen,RS N/A,Northern Colorado,Nicholls State,,,
2021,2,PF,Sam Iorio,RS JR,South Alabama,Niagara,,,
2020,2,C,Jordan Cintron,SR,Longwood,Niagara,,,
2019,2,PG,Shandon Brown,JR,George Washington,Niagara,,,
2019,2,SF,Kobi Nwandu,RS SR,Le Moyne,Niagara,,,
2018,3,SG,Justin Roberts,RS SR,Toledo,Niagara,,,
2021,2,PG,A.J. Morris,SR,Alcorn State,Newman,,,
2020,2,PG,J'Sebian Brown,SR,Arkansas State,Newman,,,
2020,2,PG,Ian Lee,SO,Howard,Newman,,,
2019,3,SG,Tyler Plummer,RS JR,Wagner,Newman,,,
2019,2,C,Kaleb Allison,SR,Mississippi Valley State,Newman,,,
2019,2,PG,Eli Farrakhan,RS N/A,Wichita State,Newman,,,
2018,2,PG,Henry Beard,RS N/A,South Florida,Newman,,,
2017,2,PF,Dominick Cristiano,RS SR,Lafayette,New York University,,,
2021,3,PF,Tyson Jackson,SO,Middle Tennessee,New Orleans,,,
2021,3,PF,Robby Robinson,RS JR,Nevada,New Orleans,,,
2021,2,SG,DeSean Allen-Eikens,RS SO,North Dakota,New Orleans,,,
